2640874801,activity
2631340767,activity
3875961107,activity
3250777302,activity
3276140591,activity
1935118477,activity
3073381975,activity
2704304667,activity
2549981832,activity
5656798693,activity
1898370530,activity
3204782330,activity
5616911724,activity
5391793730,activity
1734959391,activity
2683179195,activity
2411013644,activity
5582847982,activity
5753744384,activity
1934637964,activity
3292073940,activity
1266309680,activity
2825646441,activity
2188224730,activity
5872734112,activity
5179729790,activity
3186133140,activity
2883768444,activity
5536598797,activity
3248262342,activity
3842880555,activity
2733872102,activity
5049128619,activity
3808693042,activity
3123604133,activity
2407251450,activity
5866646169,activity
2109303412,activity
2583291771,activity
3828366931,activity
1789113193,activity
3258735852,activity
3201509481,activity
2947863583,activity
5788652010,activity
1506990413,activity
1978687220,activity
3171882791,activity
2482490592,activity
2968655232,activity
3817196653,activity
2130791313,activity
2018146504,activity
1965681503,activity
1930252081,activity
2604612240,activity
1774647033,activity
2051192361,activity
3339990780,activity
3980752688,activity
3764262842,activity
5130043491,activity
3053648403,activity
5690615041,activity
5362109432,activity
3240581653,activity
3823554401,activity
1786636414,activity
3210332603,activity
3106081485,activity
2764572100,activity
2524413584,activity
1914790641,activity
5717505281,activity
1900780294,activity
1745746033,activity
1883740884,activity
1002636584,activity
3892725705,activity
1835429581,activity
1368942331,activity
1695358905,activity
2406429003,activity
3092528093,activity
5472393276,activity
3521998197,activity
3187242164,activity
2669099877,activity
5737999616,activity
5506794437,activity
1297961047,activity
2609960817,activity
5626693823,activity
1194781472,activity
2459844647,activity
2358419045,activity
2132097557,activity
1974514450,activity
5893386632,activity
2306056463,activity
2282370425,activity
3218531724,activity
3196541343,activity
2056482544,retweet
2466975602,retweet
2922408043,retweet
1168641102,retweet
2237645127,retweet
2502168002,retweet
1669177121,retweet
2213561393,retweet
1100678467,retweet
3042735491,retweet
1773742234,retweet
3178019821,retweet
1651911632,retweet
2136279841,retweet
2451144943,retweet
5869686229,retweet
1435723965,retweet
5122654941,retweet
3956328446,retweet
2863134747,retweet
2112469561,retweet
2131917384,retweet
1797407720,retweet
2659788721,retweet
2171554030,retweet
2699622630,retweet
2707765025,retweet
1843852841,retweet
1788548447,retweet
5025933476,retweet
1553215042,retweet
2609335837,retweet
1792702427,retweet
5076604482,retweet
2231624585,retweet
2635695961,retweet
5617354261,retweet
1641245030,retweet
1668743191,retweet
2820792015,retweet
5697815398,retweet
1779585245,retweet
1890551363,retweet
5109216266,retweet
2392987864,retweet
3392399380,retweet
5205314300,retweet
3564164241,retweet
1820154663,retweet
2749699323,retweet
1752521992,retweet
1730123695,retweet
5625590076,retweet
1791813295,retweet
2183437642,retweet
2786487164,retweet
3938940502,retweet
5132930861,retweet
2909075035,retweet
5604802343,retweet
1054837625,retweet
2300206015,retweet
3010420480,retweet
3271258877,retweet
1342704701,retweet
2652020560,retweet
1862317094,retweet
2917159087,retweet
2237401012,retweet
5602054194,retweet
1718803607,retweet
2303004381,retweet
5660574018,retweet
5650368502,retweet
2458592542,retweet
1721297761,retweet
2691011543,retweet
1820640913,retweet
3920646887,retweet
5189686835,retweet
1812831342,retweet
1314323037,retweet
3946341761,retweet
1723559567,retweet
5385725310,retweet
1669616825,retweet
3873014343,retweet
1764127102,retweet
5646457480,retweet
2922833295,retweet
2661290877,retweet
3766814100,retweet
2786615920,retweet
5754337522,retweet
3227910883,retweet
2322613250,retweet
2112656680,retweet
2761409901,retweet
1806841770,retweet
1651509751,retweet
2180339210,retweet
1404080904,retweet
5668213132,retweet
1694061470,retweet
1700951381,retweet
1794592254,retweet
1899389690,retweet
5866028281,retweet
1646547801,retweet
2607584043,retweet
1676593803,retweet
2705688633,retweet
2893049627,retweet
3975581163,retweet
1765975641,retweet
2285209404,retweet
1744561082,retweet
2166127873,retweet
2410547662,retweet
1716132374,retweet
1452413397,retweet
1631367981,retweet
1971064325,retweet
5843547373,retweet
1741550804,retweet
3255033672,retweet
1751762443,retweet
5362986538,retweet
5173945338,retweet
1935786435,retweet
5283835193,retweet
1758343571,retweet
